Date,Stocks,Bonds
2012-09-24,,
2012-09-25,0.002094209647500289,0.0017545536669825168
2012-09-26,-0.013479551102699716,-0.0009097966794993084
2012-09-27,0.005497969590071872,-0.00033217877514069016
2012-09-28,-0.006771073397914051,0.0009477809821456518
2012-10-01,0.009719132071705161,0.0014641303399853811
2012-10-02,-0.008870216137147668,0.0020809987604000213
2012-10-04,0.0029654627188993032,0.0019123594474059757
2012-10-05,0.004221212821029496,1.1754233031346928e-05
2012-10-08,-0.0067624876666441125,-0.001667121824119988
2012-10-09,-0.0012731038078421797,-0.00027090999198531307
2012-10-10,-0.0029768126018483443,0.0012180209428436228
2012-10-11,0.0012768968234899702,0.0023672131473650992
2012-10-12,-0.00854344215091718,0.002969904728112205
2012-10-15,0.005988097290448469,-0.0005301361546603545
2012-10-16,0.008069639292283881,0.0004835629173429723
2012-10-17,0.00042293208884069955,0.0019488269053233864
2012-10-18,0.002533762655616556,-0.0004431714934947095
2012-10-19,-0.005497969590071872,8.51150859642047e-05
2012-10-22,-0.008517971725121587,-0.0013795748325051704
2012-10-23,-0.01031822475950861,-0.0025408758706406687
2012-10-24,0.006031956969260399,0.0004942754146535222
2012-10-25,0.0004294708478203013,-0.0019982465424179807
2012-10-26,-0.0004294708478203013,0.001989569136624958
2012-10-29,-0.0017197302232241363,-0.0001414371062837816
2012-10-30,0.0030075080014762,0.001817594516881016
2012-10-31,-0.005161255839479129,0.0017649913881934154
2012-11-01,0.014129968196075371,-0.0015743495320483802
2012-11-02,0.005511956314976807,-0.002186088811398257
2012-11-05,-0.004237310742297495,-0.00010599560493673721
2012-11-06,0.005927252648436188,-0.0018445374618849542
2012-11-07,-0.017888043728244263,0.003351253956692446
2012-11-08,0.0008591262201007588,0.00025879187370669854
2012-11-09,0.0,-0.0012000238295870602
2012-11-12,-0.002579596129532735,8.516039097195005e-05
2012-11-13,0.002150125281712434,0.000630600436709372
2012-11-14,-0.012535323538941157,-0.0002529075347403875
2012-11-15,-0.011813765188500636,-0.00023082919518202516
2012-11-16,-0.0008806055338528296,-0.0023071088748105595
2012-11-19,0.01616810086038578,0.001515083044956178
2012-11-20,0.004756792119673836,-0.0025461880847172935
2012-11-21,0.0012933297638779706,-0.0003649146692632499
2012-11-22,0.003440942365177335,0.0017056853317249931
2012-11-23,0.0008583069304317625,0.0023392553884757916
2012-11-26,-0.0034379030599644977,0.0017032858405423568
2012-11-27,0.004295555686524732,-0.0003045422923797503
2012-11-28,-0.0021454304048122985,-0.24738625388379987
2012-11-29,0.009405768791794777,-0.003832440260982395
2012-11-30,-0.002556433657273871,-0.0012807183700056513
2012-12-03,-0.002563067344272696,-0.003980712268985442
2012-12-04,-0.003856796942427909,0.0010288301943628397
2012-12-05,0.0021445101898840413,0.001541165425093638
2012-12-06,0.010230258477665455,0.26027683792035017
2012-12-07,0.002541274845614616,-0.0029545354583815353
2012-12-10,0.004642363761347301,-0.2488877008649828
2012-12-11,0.0025231075881495535,0.0010175761277420037
2012-12-12,-0.0025231075881495535,-0.007785127498369349
2012-12-13,-0.005065474797425029,-0.0034653730281810624
2012-12-14,-0.00807306819038578,-0.0018015625937888302
2012-12-17,0.003832244428135567,-0.002450222979571315
2012-12-18,0.0038176143788670736,0.00025825294098336116
2012-12-19,0.003381234032780789,-0.006345088937452559
2012-12-20,-0.0008442574293274774,0.001427831503366228
