Date,World_ETF_Close,Bond_ETF_Close
2012-01-12,,
2012-01-13,0.0,0.0022639809814304357
2012-01-17,0.0,0.00027132255974748887
2012-01-18,0.0,-0.0012668483002977737
2012-01-19,0.028998888810680246,-0.0016311766321113197
2012-01-20,0.0,-0.0025426709332236896
2012-01-23,0.0,-0.0008187016981686668
2012-01-24,-0.0025137256402745223,0.0008187016981686668
2012-01-25,0.0,0.0014537166899417642
2012-01-26,0.0,0.001995476586897915
2012-01-27,0.0,0.001629699807797813
2012-01-30,0.0,0.0028906948098317287
2012-01-31,0.0,0.0017124283241054528
2012-02-01,0.02504666923328802,-0.004241320352941891
2012-02-02,0.0,0.00027124896378438734
2012-02-03,0.011452309854497411,-0.00045216849503759704
2012-02-06,0.0,0.0007233439027727329
2012-02-07,0.0,-0.000994715561173365
2012-02-08,0.0,-0.000814557110643932
2012-02-09,0.0,-0.0016311766321113197
2012-02-10,0.0,0.001359510083300819
2012-02-13,0.0,0.00036215961658481177
2012-02-14,0.0,0.0008145524515281721
2012-02-15,0.0,-0.0003619337296258962
2012-02-16,0.0,-0.0001809814717823599
2012-02-17,0.0,-0.0012680648310592346
2012-02-21,0.026343981036368813,-0.001541863923258724
2012-02-22,0.0,0.0028099287543179585
2012-02-23,0.0,0.0008142623082614264
2012-02-24,0.0,0.00027127349757360975
2012-02-27,0.0,0.0031595465810383416
2012-02-28,0.0,-0.0007212533156435441
2012-02-29,0.0,-0.000992650967472919
2012-03-01,0.0,-0.0045244850537624615
2012-03-02,-0.009499531793631277,0.0021742884217879066
2012-03-05,0.0,-0.0014490463028415945
2012-03-06,0.0,0.0019918632822095717
2012-03-07,0.0,-0.0009048817524499597
2012-03-08,-0.00755415568901352,-0.0022658277883920164
2012-03-09,0.0036920987604176503,-0.00018145774031630424
2012-03-12,0.0,0.0009070979631289333
2012-03-13,0.0,-0.0033604568031737614
2012-03-14,0.00862313776481649,-0.00547345354768769
2012-03-15,0.0,-0.00045750540708855425
2012-03-16,0.0,9.153179086673902e-05
2012-03-19,0.0,-0.0032079077561322222
2012-03-20,0.0,0.0014677191441183624
2012-03-21,0.0,0.002380537128645166
2012-03-22,0.0,0.0009140629175110604
2012-03-23,0.0,0.0022815433758553993
2012-03-26,0.0,-0.0007294747886081865
2012-03-27,0.0168466350291272,0.0010940474910876574
2012-03-28,-0.010473155049769645,-0.00018223496951730311
2012-03-29,-0.005825607100860886,0.0027304597402579844
